# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 16 14:06:35 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag >0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
#
loc_rowid,pl_name,hostname,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
24467,Kepler-397 b,Kepler-397,0,22.25082470,0.00014960,-0.00014960,0,0.139800,,,0,14.57,8.51,-3.65,0,498,,,0,5114.00,187.00,-167.00,0
24468,Kepler-397 b,Kepler-397,1,22.25094900,0.00018600,-0.00018600,0,0.144000,,,0,,,,,,,,,5307.00,100.00,-100.00,0
24469,Kepler-397 b,Kepler-397,0,22.25082470,0.00014960,-0.00014960,0,0.139800,,,0,14.57,8.51,-3.65,0,498,,,0,5114.00,187.00,-167.00,0
24470,Kepler-397 b,Kepler-397,0,22.25085090,0.00013700,-0.00013700,0,0.142600,,,0,20.01,4.70,-3.53,0,539,,,0,5307.00,105.00,-105.00,0
24471,Kepler-397 b,Kepler-397,0,22.25082470,0.00014960,-0.00014960,0,,,,,,,,,,,,,5231.00,95.05,-99.79,0
24472,Kepler-397 b,Kepler-397,0,22.25085090,0.00013700,-0.00013700,0,,,,0,,,,0,,,,0,,,,
24473,Kepler-397 b,Kepler-397,0,22.25082470,0.00014960,-0.00014960,0,0.139800,,,0,14.57,8.51,-3.65,0,498,,,0,5114.00,187.00,-167.00,0
24474,Kepler-397 c,Kepler-397,0,135.49782560,0.00033640,-0.00033640,0,0.475600,,,0,1.80,0.42,-0.32,0,295,,,0,5307.00,105.00,-105.00,0
24475,Kepler-397 c,Kepler-397,0,135.49777450,0.00035130,-0.00035130,0,0.466300,,,0,1.31,0.76,-0.33,0,273,,,0,5114.00,187.00,-167.00,0
24476,Kepler-397 c,Kepler-397,0,135.49797000,0.00051000,-0.00051000,0,0.488000,,,0,,,,0,288,,,0,5299.00,94.00,-94.00,0
24477,Kepler-397 c,Kepler-397,0,135.49777450,0.00035130,-0.00035130,0,,,,,,,,,,,,,5231.00,95.05,-99.79,0
24478,Kepler-397 c,Kepler-397,0,135.49777450,0.00035130,-0.00035130,0,0.466300,,,0,1.31,0.76,-0.33,0,273,,,0,5114.00,187.00,-167.00,0
24479,Kepler-397 c,Kepler-397,0,135.49782560,0.00033640,-0.00033640,0,,,,0,,,,0,,,,0,,,,
24480,Kepler-397 c,Kepler-397,0,135.49748743,0.00000858,-0.00000858,0,,,,,,,,,,,,,,,,
24481,Kepler-397 c,Kepler-397,1,135.49852700,0.00066800,-0.00066800,0,0.480000,,,0,,,,,,,,,5307.00,100.00,-100.00,0
24482,Kepler-397 c,Kepler-397,0,135.49777450,0.00035130,-0.00035130,0,0.466300,,,0,1.31,0.76,-0.33,0,273,,,0,5114.00,187.00,-167.00,0
24483,Kepler-397 c,Kepler-397,0,135.49780189,0.00024386,-0.00024386,0,,,,,,,,,,,,,,,,
24484,Kepler-398 b,Kepler-398,0,4.08141149,0.00000841,-0.00000841,0,0.044400,,,0,80.42,28.01,-18.82,0,764,,,0,4494.00,139.00,-117.00,0
24485,Kepler-398 b,Kepler-398,0,4.08142611,0.00000782,-0.00000782,0,,,,,,,,,,,,,4577.00,132.56,-156.40,0
24486,Kepler-398 b,Kepler-398,0,4.08141155,0.00000890,-0.00000890,0,,,,0,,,,0,,,,0,4577.00,132.56,-156.40,0
24487,Kepler-398 b,Kepler-398,0,4.08141149,0.00000841,-0.00000841,0,0.044400,,,0,80.42,28.01,-18.82,0,764,,,0,4494.00,139.00,-117.00,0
24488,Kepler-398 b,Kepler-398,1,4.08142300,0.00001100,-0.00001100,0,0.044000,,,0,,,,,,,,,4493.00,100.00,-100.00,0
24489,Kepler-398 b,Kepler-398,0,4.08141480,0.00000900,-0.00000900,0,0.043000,,,0,,,,0,722,,,0,4476.00,60.00,-60.00,0
24490,Kepler-398 b,Kepler-398,0,4.08141797,0.00000293,-0.00000293,0,,,,,,,,,,,,,4577.00,132.56,-156.40,0
24491,Kepler-398 b,Kepler-398,0,4.08141155,0.00000890,-0.00000890,0,0.043800,,,0,77.00,18.58,-10.17,0,755,,,0,4498.00,90.00,-90.00,0
24492,Kepler-398 b,Kepler-398,0,,,,,,,,,81.29,1.43,-1.42,0,,,,,4493.00,90.00,-90.00,0
24493,Kepler-398 b,Kepler-398,0,4.08141149,0.00000841,-0.00000841,0,,,,,,,,,,,,,4557.00,54.30,-39.23,0
24494,Kepler-398 b,Kepler-398,0,4.08141149,0.00000841,-0.00000841,0,0.044400,,,0,80.42,28.01,-18.82,0,764,,,0,4494.00,139.00,-117.00,0
24495,Kepler-398 c,Kepler-398,0,11.41945387,0.00004306,-0.00004306,0,0.088100,,,0,20.42,7.12,-4.78,0,542,,,0,4494.00,139.00,-117.00,0
24496,Kepler-398 c,Kepler-398,0,11.41940900,0.00004800,-0.00004800,0,0.086000,,,0,,,,0,511,,,0,4476.00,60.00,-60.00,0
24497,Kepler-398 c,Kepler-398,0,11.41941928,0.00004965,-0.00004965,0,,,,0,,,,0,,,,0,4577.00,132.56,-156.40,0
24498,Kepler-398 c,Kepler-398,0,11.41945387,0.00004306,-0.00004306,0,0.088100,,,0,20.42,7.12,-4.78,0,542,,,0,4494.00,139.00,-117.00,0
24499,Kepler-398 c,Kepler-398,0,11.41949528,0.00000478,-0.00000478,0,,,,,,,,,,,,,4577.00,132.56,-156.40,0
24500,Kepler-398 c,Kepler-398,0,11.41945387,0.00004306,-0.00004306,0,0.088100,,,0,20.42,7.12,-4.78,0,542,,,0,4494.00,139.00,-117.00,0
24501,Kepler-398 c,Kepler-398,0,,,,,,,,,20.56,0.36,-0.36,0,,,,,4493.00,90.00,-90.00,0
24502,Kepler-398 c,Kepler-398,0,11.41941928,0.00004965,-0.00004965,0,0.087100,,,0,19.47,4.70,-2.57,0,536,,,0,4498.00,90.00,-90.00,0
24503,Kepler-398 c,Kepler-398,1,11.41941200,0.00004700,-0.00004700,0,0.087000,,,0,,,,,,,,,4493.00,100.00,-100.00,0
24504,Kepler-398 c,Kepler-398,0,11.41945387,0.00004306,-0.00004306,0,,,,,,,,,,,,,4557.00,54.30,-39.23,0
24505,Kepler-398 c,Kepler-398,0,11.41943427,0.00004180,-0.00004180,0,,,,,,,,,,,,,4577.00,132.56,-156.40,0
24506,Kepler-398 d,Kepler-398,0,6.83437001,0.00001518,-0.00001518,0,0.062600,,,0,40.45,14.10,-9.46,0,643,,,0,4494.00,139.00,-117.00,0
24507,Kepler-398 d,Kepler-398,0,6.83437001,0.00001518,-0.00001518,0,0.062600,,,0,40.45,14.10,-9.46,0,643,,,0,4494.00,139.00,-117.00,0
24508,Kepler-398 d,Kepler-398,1,6.83437001,0.00001518,-0.00001518,0,,,,,,,,,,,,,4557.00,54.30,-39.23,0
24509,Kepler-398 d,Kepler-398,0,6.83437001,0.00001518,-0.00001518,0,0.062600,,,0,40.45,14.10,-9.46,0,643,,,0,4494.00,139.00,-117.00,0
24510,Kepler-398 d,Kepler-398,0,6.83440674,0.00001924,-0.00001924,0,,,,0,,,,0,,,,0,4577.00,132.56,-156.40,0
24511,Kepler-398 d,Kepler-398,0,6.83440674,0.00001924,-0.00001924,0,0.061800,,,0,38.68,9.33,-5.11,0,636,,,0,4498.00,90.00,-90.00,0
24512,Kepler-398 d,Kepler-398,0,6.83444647,0.00001173,-0.00001173,0,,,,,,,,,,,,,4577.00,132.56,-156.40,0
24513,Kepler-398 d,Kepler-398,0,6.83437800,0.00001600,-0.00001600,0,0.061000,,,0,,,,0,606,,,0,4476.00,60.00,-60.00,0
24514,Kepler-398 d,Kepler-398,0,,,,,,,,,40.83,0.72,-0.71,0,,,,,4493.00,90.00,-90.00,0
24515,Kepler-398 d,Kepler-398,0,6.83438868,0.00000381,-0.00000381,0,,,,,,,,,,,,,4577.00,132.56,-156.40,0
24516,Kepler-399 b,Kepler-399,0,14.42526350,0.00010020,-0.00010020,0,0.112200,,,0,84.28,35.31,-29.74,0,773,,,0,5467.00,82.00,-73.00,0
24517,Kepler-399 b,Kepler-399,0,14.42516000,0.00014000,-0.00014000,0,0.113000,,,0,,,,0,668,,,0,5613.00,80.00,-80.00,0
24518,Kepler-399 b,Kepler-399,0,14.42525565,0.00009799,-0.00009799,0,0.103400,,,0,35.63,21.35,-8.04,0,623,,,0,5500.00,186.00,-153.00,0
24519,Kepler-399 b,Kepler-399,1,14.42528100,0.00014400,-0.00014400,0,0.103000,,,0,,,,,,,,,5502.00,200.00,-200.00,0
24520,Kepler-399 b,Kepler-399,0,14.42525565,0.00009799,-0.00009799,0,,,,,,,,,,,,,5682.00,288.48,-226.26,0
24521,Kepler-399 b,Kepler-399,0,14.42526350,0.00010020,-0.00010020,0,,,,0,,,,0,,,,0,,,,
24522,Kepler-399 b,Kepler-399,0,14.42521959,0.00013434,-0.00013434,0,,,,,,,,,,,,,,,,
24523,Kepler-399 b,Kepler-399,0,14.42525565,0.00009799,-0.00009799,0,0.103400,,,0,35.63,21.35,-8.04,0,623,,,0,5500.00,186.00,-153.00,0
24524,Kepler-399 b,Kepler-399,0,14.42525565,0.00009799,-0.00009799,0,0.103400,,,0,35.63,21.35,-8.04,0,623,,,0,5500.00,186.00,-153.00,0
24525,Kepler-399 c,Kepler-399,1,26.67569000,0.00017100,-0.00017100,0,0.155000,,,0,,,,,,,,,5502.00,200.00,-200.00,0
24526,Kepler-399 c,Kepler-399,0,26.67570540,0.00011860,-0.00011860,0,,,,,,,,,,,,,5682.00,288.48,-226.26,0
24527,Kepler-399 c,Kepler-399,0,26.67578180,0.00011870,-0.00011870,0,,,,0,,,,0,,,,0,,,,
24528,Kepler-399 c,Kepler-399,0,26.67570540,0.00011860,-0.00011860,0,0.155800,,,0,15.69,9.41,-3.54,0,508,,,0,5500.00,186.00,-153.00,0
24529,Kepler-399 c,Kepler-399,0,26.67568000,0.00017000,-0.00017000,0,0.170000,,,0,,,,0,544,,,0,5613.00,80.00,-80.00,0
24530,Kepler-399 c,Kepler-399,0,26.67570540,0.00011860,-0.00011860,0,0.155800,,,0,15.69,9.41,-3.54,0,508,,,0,5500.00,186.00,-153.00,0
24531,Kepler-399 c,Kepler-399,0,26.67570540,0.00011860,-0.00011860,0,0.155800,,,0,15.69,9.41,-3.54,0,508,,,0,5500.00,186.00,-153.00,0
24532,Kepler-399 c,Kepler-399,0,26.67576670,0.00012847,-0.00012847,0,,,,,,,,,,,,,,,,
24533,Kepler-399 c,Kepler-399,0,26.67565352,0.00000482,-0.00000482,0,,,,,,,,,,,,,,,,
24534,Kepler-399 c,Kepler-399,0,26.67578180,0.00011870,-0.00011870,0,0.169000,,,0,37.15,15.56,-13.11,0,630,,,0,5467.00,82.00,-73.00,0
24535,Kepler-399 d,Kepler-399,0,58.03410860,0.00028620,-0.00028620,0,0.261500,,,0,5.57,3.34,-1.26,0,392,,,0,5500.00,186.00,-153.00,0
24536,Kepler-399 d,Kepler-399,0,58.03410860,0.00028620,-0.00028620,0,0.261500,,,0,5.57,3.34,-1.26,0,392,,,0,5500.00,186.00,-153.00,0
24537,Kepler-399 d,Kepler-399,0,58.03374260,0.00024760,-0.00024760,0,,,,0,,,,0,,,,0,,,,
24538,Kepler-399 d,Kepler-399,0,58.03374260,0.00024760,-0.00024760,0,0.283800,,,0,13.17,5.52,-4.64,0,486,,,0,5467.00,82.00,-73.00,0
24539,Kepler-399 d,Kepler-399,0,58.03410860,0.00028620,-0.00028620,0,0.261500,,,0,5.57,3.34,-1.26,0,392,,,0,5500.00,186.00,-153.00,0
24540,Kepler-399 d,Kepler-399,0,58.03438000,0.00035000,-0.00035000,0,0.286000,,,0,,,,0,420,,,0,5613.00,80.00,-80.00,0
24541,Kepler-399 d,Kepler-399,0,58.03370711,0.00023244,-0.00023244,0,,,,,,,,,,,,,,,,
24542,Kepler-399 d,Kepler-399,0,58.03410860,0.00028620,-0.00028620,0,,,,,,,,,,,,,5682.00,288.48,-226.26,0
24543,Kepler-399 d,Kepler-399,1,58.03461600,0.00036300,-0.00036300,0,0.261000,,,0,,,,,,,,,5502.00,200.00,-200.00,0
24544,Kepler-399 d,Kepler-399,0,58.03391475,0.00000363,-0.00000363,0,,,,,,,,,,,,,,,,
24545,Kepler-4 b,Kepler-4,0,3.21356359,0.00004191,-0.00004191,0,,,,,1364.58,,,0,1550,,,0,5772.00,103.43,-103.43,0
24546,Kepler-4 b,Kepler-4,0,3.21366893,0.00000109,-0.00000109,0,,,,0,,,,0,,,,0,5772.00,92.22,-114.65,0
24547,Kepler-4 b,Kepler-4,0,3.21365800,0.00003800,-0.00003800,0,0.044900,0.002500,-0.001300,0,,,,,1620,140,-60,0,5857.00,120.00,-120.00,0
24548,Kepler-4 b,Kepler-4,0,3.21366739,0.00000032,-0.00000032,0,,,,,,,,,,,,,5772.00,92.22,-114.65,0
24549,Kepler-4 b,Kepler-4,0,3.21366863,0.00000112,-0.00000112,0,0.043900,,,0,1218.92,133.27,-122.39,0,1507,,,0,5781.00,76.00,-76.00,0
24550,Kepler-4 b,Kepler-4,0,3.21366863,0.00000112,-0.00000112,0,0.043900,,,0,1218.92,133.27,-122.39,0,1507,,,0,5781.00,76.00,-76.00,0
24551,Kepler-4 b,Kepler-4,0,,,,,,,,,1245.43,40.09,-38.68,0,,,,,5827.00,117.00,-117.00,0
24552,Kepler-4 b,Kepler-4,0,3.21366893,0.00000109,-0.00000109,0,0.044000,,,0,1244.44,229.31,-193.94,0,1515,,,0,5795.00,69.00,-77.00,0
24553,Kepler-4 b,Kepler-4,0,3.21366298,0.00000103,-0.00000103,0,,,,,,,,,,,,,5772.00,92.22,-114.65,0
24554,Kepler-4 b,Kepler-4,0,3.21366410,0.00000420,-0.00000420,0,0.044000,,,0,,,,0,1386,,,0,5858.00,60.00,-60.00,0
24555,Kepler-4 b,Kepler-4,0,3.21366863,0.00000112,-0.00000112,0,,,,,,,,,,,,,5871.00,50.13,-47.86,0
24556,Kepler-4 b,Kepler-4,0,3.21366863,0.00000112,-0.00000112,0,0.043900,,,0,1218.92,133.27,-122.39,0,1507,,,0,5781.00,76.00,-76.00,0
24557,Kepler-4 b,Kepler-4,1,3.21346000,0.00022000,-0.00022000,0,0.045600,0.000900,-0.000900,0,,,,,1650,200,-200,0,5857.00,120.00,-120.00,0
24558,Kepler-40 b,Kepler-40,0,6.87316640,0.00000217,-0.00000217,0,,,,0,,,,0,,,,0,6014.00,122.00,-122.00,0
24559,Kepler-40 b,Kepler-40,0,6.87317910,0.00000770,-0.00000770,0,0.074000,,,0,,,,0,1068,,,0,6354.00,109.00,-109.00,0
24560,Kepler-40 b,Kepler-40,0,6.87316523,0.00000204,-0.00000204,0,0.081300,,,0,1140.56,271.22,-267.33,0,1482,,,0,6490.00,113.00,-147.00,0
24561,Kepler-40 b,Kepler-40,1,6.87349000,0.00064000,-0.00064000,0,0.080000,0.003000,-0.003000,0,,,,,1620,30,-30,0,6510.00,100.00,-100.00,0
24562,Kepler-40 b,Kepler-40,0,,,,,,,,,1187.96,139.56,-120.65,0,,,,,6510.00,130.00,-130.00,0
24563,Kepler-40 b,Kepler-40,0,6.87316326,0.00000028,-0.00000028,0,,,,,,,,,,,,,6014.00,122.00,-122.00,0
24564,Kepler-40 b,Kepler-40,0,6.87316970,0.00000960,-0.00000960,0,0.080400,0.003100,-0.003500,0,,,,,,,,,6510.00,100.00,-100.00,0
24565,Kepler-40 b,Kepler-40,0,6.87316970,0.00000960,-0.00000960,0,0.080200,0.004500,-0.004500,0,,,,,1744,51,-51,0,6510.00,100.00,-100.00,0
24566,Kepler-40 b,Kepler-40,0,6.87316523,0.00000204,-0.00000204,0,0.081300,,,0,1140.56,271.22,-267.33,0,1482,,,0,6490.00,113.00,-147.00,0
24567,Kepler-40 b,Kepler-40,0,6.87316640,0.00000217,-0.00000217,0,0.081300,,,0,1140.56,288.60,-256.49,0,1482,,,0,6490.00,129.00,-129.00,0
24568,Kepler-40 b,Kepler-40,0,6.87349000,0.00064000,-0.00064000,0,0.079500,0.002700,-0.002700,0,,,,,1666,92,-92,0,6510.00,100.00,-100.00,0
24569,Kepler-40 b,Kepler-40,0,6.87316523,0.00000204,-0.00000204,0,0.081300,,,0,1140.56,271.22,-267.33,0,1482,,,0,6490.00,113.00,-147.00,0
24570,Kepler-40 b,Kepler-40,0,6.87317139,0.00000172,-0.00000172,0,,,,,,,,,,,,,6014.00,122.00,-122.00,0
24571,Kepler-40 b,Kepler-40,0,6.87316523,0.00000204,-0.00000204,0,,,,,,,,,,,,,6354.00,61.01,-65.70,0
24572,Kepler-400 b,Kepler-400,0,9.02439889,0.00002597,-0.00002597,0,0.086900,,,0,215.36,355.13,-72.03,0,977,,,0,6099.00,146.00,-190.00,0
24573,Kepler-400 b,Kepler-400,0,9.02436414,0.00004004,-0.00004004,0,0.085000,,,0,183.39,81.57,-52.51,0,939,,,0,5885.00,105.00,-117.00,0
24574,Kepler-400 b,Kepler-400,0,9.02439889,0.00002597,-0.00002597,0,0.086900,,,0,215.36,355.13,-72.03,0,977,,,0,6099.00,146.00,-190.00,0
24575,Kepler-400 b,Kepler-400,0,9.02439100,0.00003100,-0.00003100,0,0.086000,,,0,,,,0,965,,,0,6062.00,92.00,-92.00,0
24576,Kepler-400 b,Kepler-400,0,9.02436094,0.00000319,-0.00000319,0,,,,,,,,,,,,,5915.11,22.75,-22.75,0
24577,Kepler-400 b,Kepler-400,0,9.02436414,0.00004004,-0.00004004,0,,,,0,,,,0,,,,0,5915.11,22.75,-22.75,0
24578,Kepler-400 b,Kepler-400,0,9.02439889,0.00002597,-0.00002597,0,0.086900,,,0,215.36,355.13,-72.03,0,977,,,0,6099.00,146.00,-190.00,0
24579,Kepler-400 b,Kepler-400,0,9.02431044,0.00002329,-0.00002329,0,,,,,,,,,,,,,5915.11,22.75,-22.75,0
24580,Kepler-400 b,Kepler-400,0,9.02439889,0.00002597,-0.00002597,0,,,,,,,,,,,,,5980.00,84.79,-65.96,0
24581,Kepler-400 b,Kepler-400,1,9.02438900,0.00003400,-0.00003400,0,0.087000,,,0,,,,,,,,,5886.00,100.00,-100.00,0
24582,Kepler-400 c,Kepler-400,0,17.34088462,0.00008292,-0.00008292,0,0.134300,,,0,90.17,148.69,-30.16,0,786,,,0,6099.00,146.00,-190.00,0
24583,Kepler-400 c,Kepler-400,0,17.34090106,0.00000775,-0.00000775,0,,,,,,,,,,,,,5915.11,22.75,-22.75,0
24584,Kepler-400 c,Kepler-400,0,17.34095000,0.00010000,-0.00010000,0,0.132000,,,0,,,,0,779,,,0,6062.00,92.00,-92.00,0
24585,Kepler-400 c,Kepler-400,1,17.34082400,0.00010000,-0.00010000,0,0.134000,,,0,,,,,,,,,5886.00,100.00,-100.00,0
24586,Kepler-400 c,Kepler-400,0,17.34087350,0.00012960,-0.00012960,0,,,,0,,,,0,,,,0,5915.11,22.75,-22.75,0
24587,Kepler-400 c,Kepler-400,0,17.34088462,0.00008292,-0.00008292,0,0.134300,,,0,90.17,148.69,-30.16,0,786,,,0,6099.00,146.00,-190.00,0
24588,Kepler-400 c,Kepler-400,0,17.34062872,0.00006849,-0.00006849,0,,,,,,,,,,,,,5915.11,22.75,-22.75,0
24589,Kepler-400 c,Kepler-400,0,17.34087350,0.00012960,-0.00012960,0,0.131300,,,0,76.86,34.18,-22.01,0,755,,,0,5885.00,105.00,-117.00,0
24590,Kepler-400 c,Kepler-400,0,17.34088462,0.00008292,-0.00008292,0,0.134300,,,0,90.17,148.69,-30.16,0,786,,,0,6099.00,146.00,-190.00,0
24591,Kepler-400 c,Kepler-400,0,17.34088462,0.00008292,-0.00008292,0,,,,,,,,,,,,,5980.00,84.79,-65.96,0
24592,Kepler-401 b,Kepler-401,0,14.38339880,0.00011083,-0.00011083,0,,,,,,,,,,,,,6132.00,169.24,-98.49,0
24593,Kepler-401 b,Kepler-401,0,14.38338734,0.00008562,-0.00008562,0,0.117800,,,0,197.30,301.14,-93.51,0,956,,,0,6347.00,162.00,-198.00,0
24594,Kepler-401 b,Kepler-401,0,14.38338734,0.00008562,-0.00008562,0,,,,,,,,,,,,,6184.00,88.34,-71.63,0
24595,Kepler-401 b,Kepler-401,0,14.38322670,0.00008624,-0.00008624,0,0.118800,,,0,147.78,70.14,-54.07,0,889,,,0,6115.00,122.00,-135.00,0
24596,Kepler-401 b,Kepler-401,0,,,,,,,,,254.25,10.16,-9.75,0,,,,,6045.00,121.00,-121.00,0
24597,Kepler-401 b,Kepler-401,1,14.38303500,0.00021100,-0.00021100,0,0.122000,,,0,,,,,,,,,6117.00,100.00,-100.00,0
24598,Kepler-401 b,Kepler-401,0,14.38337000,0.00012000,-0.00012000,0,0.123000,,,0,,,,0,966,,,0,6362.00,91.00,-91.00,0
24599,Kepler-401 b,Kepler-401,0,14.38338734,0.00008562,-0.00008562,0,0.117800,,,0,197.30,301.14,-93.51,0,956,,,0,6347.00,162.00,-198.00,0
24600,Kepler-401 b,Kepler-401,0,14.38338734,0.00008562,-0.00008562,0,0.117800,,,0,197.30,301.14,-93.51,0,956,,,0,6347.00,162.00,-198.00,0
24601,Kepler-401 b,Kepler-401,0,14.38322670,0.00008624,-0.00008624,0,,,,0,,,,0,,,,0,6132.00,169.24,-98.49,0
24602,Kepler-401 b,Kepler-401,0,14.38345309,0.00000834,-0.00000834,0,,,,,,,,,,,,,6132.00,169.24,-98.49,0
24603,Kepler-401 c,Kepler-401,0,47.31830020,0.00042560,-0.00042560,0,0.260600,,,0,40.32,61.53,-19.11,0,643,,,0,6347.00,162.00,-198.00,0
24604,Kepler-401 c,Kepler-401,0,47.31830020,0.00042560,-0.00042560,0,,,,,,,,,,,,,6184.00,88.34,-71.63,0
24605,Kepler-401 c,Kepler-401,0,47.32020475,0.00035776,-0.00035776,0,,,,,,,,,,,,,6132.00,169.24,-98.49,0
24606,Kepler-401 c,Kepler-401,0,,,,,,,,,52.00,2.08,-1.99,0,,,,,6045.00,121.00,-121.00,0
24607,Kepler-401 c,Kepler-401,0,47.31866310,0.00040510,-0.00040510,0,,,,0,,,,0,,,,0,6132.00,169.24,-98.49,0
24608,Kepler-401 c,Kepler-401,0,47.31830020,0.00042560,-0.00042560,0,0.260600,,,0,40.32,61.53,-19.11,0,643,,,0,6347.00,162.00,-198.00,0
24609,Kepler-401 c,Kepler-401,0,47.31866310,0.00040510,-0.00040510,0,0.262700,,,0,30.22,14.35,-11.05,0,598,,,0,6115.00,122.00,-135.00,0
24610,Kepler-401 c,Kepler-401,0,47.31848024,0.00001929,-0.00001929,0,,,,,,,,,,,,,6132.00,169.24,-98.49,0
24611,Kepler-401 c,Kepler-401,0,47.31830020,0.00042560,-0.00042560,0,0.260600,,,0,40.32,61.53,-19.11,0,643,,,0,6347.00,162.00,-198.00,0
24612,Kepler-401 c,Kepler-401,0,47.32382000,0.00060000,-0.00060000,0,0.272000,,,0,,,,0,650,,,0,6362.00,91.00,-91.00,0
24613,Kepler-401 c,Kepler-401,1,47.31821800,0.00069500,-0.00069500,0,0.269000,,,0,,,,,,,,,6117.00,100.00,-100.00,0
24614,Kepler-401 d,Kepler-401,0,,,,,,,,,8.48,0.34,-0.33,0,,,,,6045.00,121.00,-121.00,0
24615,Kepler-401 d,Kepler-401,0,184.26274100,0.00269400,-0.00269400,0,,,,0,,,,0,,,,0,6132.00,169.24,-98.49,0
24616,Kepler-401 d,Kepler-401,0,184.25947208,0.00056546,-0.00056546,0,,,,,,,,,,,,,6132.00,169.24,-98.49,0
24617,Kepler-401 d,Kepler-401,1,184.25640500,0.00317000,-0.00317000,0,,,,,,,,,,,,,6184.00,88.34,-71.63,0
24618,Kepler-401 d,Kepler-401,0,184.26274100,0.00269400,-0.00269400,0,0.650300,,,0,4.93,2.34,-1.80,0,380,,,0,6115.00,122.00,-135.00,0
24619,Kepler-401 d,Kepler-401,0,184.25640500,0.00317000,-0.00317000,0,0.645000,,,0,6.58,10.05,-3.12,0,408,,,0,6347.00,162.00,-198.00,0
24620,Kepler-401 d,Kepler-401,0,184.25640500,0.00317000,-0.00317000,0,0.645000,,,0,6.58,10.05,-3.12,0,408,,,0,6347.00,162.00,-198.00,0
24621,Kepler-402 b,Kepler-402,0,4.02874200,0.00003500,-0.00003500,0,0.053000,,,0,,,,0,1388,,,0,6534.00,92.00,-92.00,0
24622,Kepler-402 b,Kepler-402,0,4.02874831,0.00001656,-0.00001656,0,,,,,,,,,,,,,6223.39,102.17,-114.12,0
24623,Kepler-402 b,Kepler-402,0,4.02877097,0.00002404,-0.00002404,0,0.049800,,,0,699.45,342.32,-244.92,0,1311,,,0,6052.00,121.00,-133.00,0
24624,Kepler-402 b,Kepler-402,0,4.02875481,0.00001289,-0.00001289,0,0.051800,,,0,890.89,1504.10,-311.26,0,1393,,,0,6522.00,158.00,-206.00,0
24625,Kepler-402 b,Kepler-402,0,4.02875481,0.00001289,-0.00001289,0,0.051800,,,0,890.89,1504.10,-311.26,0,1393,,,0,6522.00,158.00,-206.00,0
24626,Kepler-402 b,Kepler-402,0,,,,,,,,,619.84,17.85,-17.35,0,,,,,6119.00,122.00,-122.00,0
24627,Kepler-402 b,Kepler-402,1,4.02875100,0.00001900,-0.00001900,0,0.051000,,,0,,,,,,,,,6090.00,120.00,-120.00,0
24628,Kepler-402 b,Kepler-402,0,4.02877097,0.00002404,-0.00002404,0,,,,0,,,,0,,,,0,6223.39,102.17,-114.12,0
24629,Kepler-402 b,Kepler-402,0,4.02875481,0.00001289,-0.00001289,0,,,,,,,,,,,,,6199.00,70.65,-54.80,0
24630,Kepler-402 b,Kepler-402,0,4.02875481,0.00001289,-0.00001289,0,0.051800,,,0,890.89,1504.10,-311.26,0,1393,,,0,6522.00,158.00,-206.00,0
24631,Kepler-402 c,Kepler-402,0,,,,,,,,,353.97,10.19,-9.91,0,,,,,6119.00,122.00,-122.00,0
24632,Kepler-402 c,Kepler-402,0,6.12481814,0.00001964,-0.00001964,0,0.068400,,,0,510.94,862.63,-178.51,0,1213,,,0,6522.00,158.00,-206.00,0
